intercept,age,comorbidities_count,length_of_stay,medications_count,followup_visits_last_year,prev_readmissions
3.556903035994984e-16,0.23888710662665785,0.18534496247293702,0.2434525993578889,0.08487623860231144,0.05520875406478801,0.2917118181483323
