intercept,age,comorbidities_count,length_of_stay,medications_count,followup_visits_last_year,prev_readmissions
0.04890611714541704,0.0032338750195532173,0.027920623508935094,0.02780515501481555,0.008990033217039617,0.006955542917654878,0.071671826300435
